Year;Primary County;Dual Eligible;Major Diagnostic Category;Episode Disease Category;Beneficiaries with Condition;Beneficiaries with Admissions;Total Inpatient Admissions;Beneficiaries with ER Visits;Total ER Visits
2012;Queens;Non-Dual;Mental Diseases And Disorders;Chronic Mental Health Diagnoses - Minor;4,527;1,415;4,306;1,818;6,142
2012;Kings;Dual;Diseases And Disorders Of The Cardiovascular System;Valvular Disorders;4,565;2,511;4,137;839;1,412
2012;Nassau;Non-Dual;Mental Diseases And Disorders;Chronic Stress and Anxiety Diagnoses;4,583;1,097;2,570;2,019;5,822
2012;New York;Non-Dual;Diseases And Disorders Of The Cardiovascular System;Angina and Ischemic Heart Disease;4,583;2,027;6,137;1,878;6,411
2012;Kings;Non-Dual;Mental Diseases And Disorders;Post Traumatic Stress Disorder;4,587;1,286;3,593;2,330;7,201
2012;Monroe;Non-Dual;Substance Abuse;Chronic Alcohol Abuse;4,625;2,061;4,175;2,823;11,590
2012;Nassau;Dual;Diseases And Disorders Of The Cardiovascular System;Coronary Atherosclerosis;4,661;2,630;3,880;1,012;1,785
2012;New York;Dual;Diseases And Disordes Of The Respiratory System;Chronic Obstructive Pulmonary Disease and Bronchiectasis;4,696;2,670;4,441;1,261;3,020
2012;Bronx;Non-Dual;Diseases And Disordes Of The Respiratory System;Chronic Obstructive Pulmonary Disease and Bronchiectasis;4,727;2,908;9,031;2,518;8,372
2012;New York;Non-Dual;Diseases And Disorders Of The Cardiovascular System;Coronary Atherosclerosis;4,732;2,465;7,256;1,997;7,042
2012;Erie;Non-Dual;Mental Diseases And Disorders;Attention Deficit / Hyperactivity Disorder;4,742;389;659;1,768;3,721
2012;Queens;Non-Dual;Diseases And Disordes Of The Respiratory System;Chronic Obstructive Pulmonary Disease and Bronchiectasis;4,745;2,091;5,496;1,809;5,425
2012;Bronx;Non-Dual;Mental Diseases And Disorders;Chronic Mental Health Diagnoses - Moderate;4,751;1,738;5,071;2,633;8,732
2012;Suffolk;Non-Dual;Substance Abuse;Chronic Alcohol Abuse;4,787;2,515;6,174;2,752;9,635
2012;Queens;Dual;Diseases And Disorders Of The Cardiovascular System;Cardiac Dysrhythmia and Conduction Disorders;4,861;3,255;5,448;1,150;2,385
2012;Monroe;Non-Dual;Mental Diseases And Disorders;Attention Deficit / Hyperactivity Disorder;4,894;335;540;1,677;3,608
2012;Kings;Non-Dual;Substance Abuse;Other Significant Drug Abuse;4,943;2,604;10,097;2,917;12,506
2012;Bronx;Dual;Mental Diseases And Disorders;Chronic Stress and Anxiety Diagnoses;4,963;1,380;2,237;1,431;2,937
2012;Erie;Non-Dual;Substance Abuse;Drug Abuse - Cannabis/NOS/NEC;4,980;2,209;4,496;3,072;11,636
2012;Rockland;Non-Dual;Diseases And Disorders Of The Cardiovascular System;Hypertension;4,998;891;1,631;1,435;3,048
2012;Queens;Non-Dual;Substance Abuse;Drug Abuse - Cannabis/NOS/NEC;5,048;2,462;7,751;2,728;10,519
2012;Albany;Non-Dual;Diseases And Disorders Of The Cardiovascular System;Hypertension;5,057;1,264;2,525;2,577;8,480
2012;Suffolk;Dual;Diseases And Disorders Of The Cardiovascular System;Coronary Atherosclerosis;5,126;2,791;4,120;1,371;2,587
2012;Queens;Non-Dual;Diseases And Disorders Of The Cardiovascular System;Congestive Heart Failure;5,132;2,884;7,382;1,786;4,395
2012;Bronx;Non-Dual;Mental Diseases And Disorders;Chronic Mental Health Diagnoses - Minor;5,138;1,847;6,240;2,515;8,877
2012;Queens;Dual;Diseases And Disorders Of The Cardiovascular System;Angina and Ischemic Heart Disease;5,148;2,540;4,169;1,044;1,889
2012;Oneida;Non-Dual;Mental Diseases And Disorders;Depression;5,182;1,391;2,759;2,576;7,969
2012;Bronx;Dual;Diseases And Disordes Of The Respiratory System;Chronic Obstructive Pulmonary Disease and Bronchiectasis;5,253;3,269;5,797;1,378;2,761
2012;Kings;Non-Dual;Mental Diseases And Disorders;Chronic Mental Health Diagnoses - Moderate;5,255;1,777;5,179;2,710;8,971
2012;Suffolk;Non-Dual;Mental Diseases And Disorders;Depressive and Other Psychoses;5,317;2,287;5,623;3,031;10,329
2012;Queens;Dual;Mental Diseases And Disorders;Schizophrenia;5,323;2,027;3,378;1,366;3,035
2012;Orange;Non-Dual;Diseases And Disorders Of The Cardiovascular System;Hypertension;5,330;1,259;2,412;2,099;6,115
2012;Oneida;Non-Dual;Diseases And Disorders Of The Cardiovascular System;Hypertension;5,331;1,252;2,454;2,248;6,466
2012;Kings;Dual;Mental Diseases And Disorders;Schizophrenia;5,358;2,058;3,802;1,520;3,612
2012;Queens;Dual;Mental Diseases And Disorders;Depressive and Other Psychoses;5,420;2,017;3,467;1,394;2,852
2012;Monroe;Dual;Diabetes Mellitus;Diabetes;5,458;1,799;2,616;1,752;4,872
2012;Richmond;Non-Dual;Diabetes Mellitus;Diabetes;5,501;1,380;2,790;1,739;4,174
2012;Erie;Dual;Diabetes Mellitus;Diabetes;5,513;1,880;2,554;1,815;4,299
2012;New York;Dual;Mental Diseases And Disorders;Depressive and Other Psychoses;5,522;1,916;3,557;1,811;4,591
2012;New York;Dual;Mental Diseases And Disorders;Chronic Stress and Anxiety Diagnoses;5,524;1,482;2,356;1,618;3,675
2012;Erie;Non-Dual;Mental Diseases And Disorders;Depressive and Other Psychoses;5,565;1,802;3,670;3,286;11,348
2012;Erie;Non-Dual;Substance Abuse;Chronic Alcohol Abuse;5,565;2,347;4,718;3,405;11,978
2012;Monroe;Non-Dual;Mental Diseases And Disorders;Chronic Stress and Anxiety Diagnoses;5,665;1,237;2,702;2,979;11,972
2012;Bronx;Non-Dual;Diseases And Disorders Of The Cardiovascular System;Congestive Heart Failure;5,733;3,815;11,256;2,659;7,651
2012;Kings;Non-Dual;Mental Diseases And Disorders;Depressive Psychosis - Severe;5,751;1,963;4,995;2,543;7,590
2012;Queens;Dual;Diseases And Disorders Of The Cardiovascular System;Atrial Fibrillation;5,756;3,437;5,317;1,108;1,916
2012;Westchester;Dual;Diabetes Mellitus;Diabetes;5,783;2,119;3,141;1,552;3,219
2012;New York;Non-Dual;Mental Diseases And Disorders;Attention Deficit / Hyperactivity Disorder;5,887;956;2,206;2,625;6,325
2012;Monroe;Non-Dual;Mental Diseases And Disorders;Depressive and Other Psychoses;5,915;1,631;3,251;3,449;12,823
2012;Bronx;Non-Dual;Diseases And Disorders Of The Cardiovascular System;Cardiac Dysrhythmia and Conduction Disorders;5,951;4,474;14,261;3,511;14,051
2012;Queens;Non-Dual;Diseases And Disorders Of The Cardiovascular System;Cardiac Dysrhythmia and Conduction Disorders;6,015;3,530;9,756;2,469;8,341
2012;Richmond;Non-Dual;Mental Diseases And Disorders;Depression;6,024;1,814;4,438;2,742;7,977
2012;Bronx;Dual;Mental Diseases And Disorders;Depressive and Other Psychoses;6,036;2,251;4,020;1,869;4,099
2012;Bronx;Non-Dual;Mental Diseases And Disorders;Depressive Psychosis - Severe;6,038;1,987;5,029;3,105;8,666
2012;Queens;Dual;Diseases And Disordes Of The Respiratory System;Asthma;6,061;2,865;4,496;1,642;3,418
2012;Richmond;Dual;Diseases And Disorders Of The Cardiovascular System;Hypertension;6,063;1,947;2,957;1,312;2,658
2012;Monroe;Non-Dual;Mental Diseases And Disorders;Schizophrenia;6,068;1,407;2,743;3,313;12,493
2012;Onondaga;Non-Dual;Diseases And Disordes Of The Respiratory System;Asthma;6,086;1,330;2,676;3,129;10,507
2012;Monroe;Non-Dual;Diabetes Mellitus;Diabetes;6,111;1,551;3,233;3,015;10,107
2012;Bronx;Non-Dual;Diseases And Disorders Of The Cardiovascular System;Coronary Atherosclerosis;6,117;3,674;10,151;2,743;8,071
2012;Queens;Non-Dual;Mental Diseases And Disorders;Bi-Polar Disorder;6,145;2,603;6,715;3,208;11,326
2012;Kings;Non-Dual;Mental Diseases And Disorders;Chronic Mental Health Diagnoses - Minor;6,281;2,133;6,854;2,689;10,062
2012;Erie;Non-Dual;Mental Diseases And Disorders;Schizophrenia;6,326;1,650;3,252;3,478;12,059
2012;Westchester;Non-Dual;Diabetes Mellitus;Diabetes;6,361;1,689;3,462;2,483;6,258
2012;Queens;Dual;Mental Diseases And Disorders;Chronic Stress and Anxiety Diagnoses;6,425;1,819;2,841;1,476;2,975
2012;New York;Dual;Diseases And Disorders Of The Cardiovascular System;Congestive Heart Failure;6,426;4,088;6,549;1,659;3,415
2012;Kings;Non-Dual;Substance Abuse;Cocaine Abuse;6,454;4,729;16,447;4,183;18,417
2012;Nassau;Dual;Diabetes Mellitus;Diabetes;6,456;2,595;3,836;1,321;2,314
2012;New York;Dual;Diseases And Disordes Of The Respiratory System;Asthma;6,572;3,323;5,330;2,192;5,435
2012;Bronx;Non-Dual;Diabetes Mellitus;Diabetic Neuropathy;6,582;2,204;5,956;3,027;7,685
2012;Bronx;Non-Dual;Mental Diseases And Disorders;Conduct, Impulse Control, and Other Disruptive Behavior Disorders;6,583;1,510;3,943;3,370;9,433
2012;Queens;Non-Dual;HIV Infection;HIV Disease;6,598;1,102;2,233;1,768;3,890
2012;Kings;Dual;Mental Diseases And Disorders;Chronic Mental Health Diagnoses - Minor;6,633;3,184;5,166;1,347;2,541
2012;New York;Non-Dual;Substance Abuse;Cocaine Abuse;6,654;4,873;18,765;4,256;19,400
2012;Kings;Dual;Diabetes Mellitus;Diabetic Neuropathy;6,701;2,599;4,155;1,334;2,419
2012;Kings;Non-Dual;Mental Diseases And Disorders;Conduct, Impulse Control, and Other Disruptive Behavior Disorders;6,721;1,350;3,994;2,943;8,518
2012;Suffolk;Dual;Diabetes Mellitus;Diabetes;6,821;2,677;3,920;1,743;3,454
2012;Westchester;Non-Dual;Mental Diseases And Disorders;Depression;6,936;1,988;4,495;3,437;10,037
2012;Queens;Non-Dual;Diseases And Disordes Of The Respiratory System;Other Chronic Pulmonary Diagnoses;6,940;2,339;5,312;2,638;6,399
2012;Queens;Non-Dual;Substance Abuse;Chronic Alcohol Abuse;6,999;4,469;12,423;3,762;14,712
2012;Suffolk;Non-Dual;Mental Diseases And Disorders;Schizophrenia;7,045;2,208;4,924;3,653;11,478
2012;Onondaga;Non-Dual;Mental Diseases And Disorders;Depression;7,046;1,867;4,046;3,466;12,404
2012;Queens;Non-Dual;Diabetes Mellitus;Diabetic Neuropathy;7,087;1,644;3,733;2,118;4,726
2012;Kings;Non-Dual;Diseases And Disordes Of The Respiratory System;Chronic Obstructive Pulmonary Disease and Bronchiectasis;7,103;3,515;10,115;2,958;10,333
2012;New York;Dual;Diseases And Disorders Of The Cardiovascular System;Malignant and Other Significant Hypertension;7,198;4,301;6,734;1,757;3,284
2012;Queens;Dual;Diseases And Disordes Of The Respiratory System;Chronic Obstructive Pulmonary Disease and Bronchiectasis;7,219;3,965;6,403;1,585;3,014
2012;Nassau;Non-Dual;Mental Diseases And Disorders;Depression;7,230;2,192;5,174;3,116;8,566
2012;New York;Non-Dual;Mental Diseases And Disorders;Bi-Polar Disorder;7,332;3,476;11,937;4,409;18,158
2012;Richmond;Non-Dual;Diseases And Disordes Of The Respiratory System;Asthma;7,361;1,817;3,615;3,738;10,066
2012;Bronx;Non-Dual;Diseases And Disorders Of The Cardiovascular System;Angina and Ischemic Heart Disease;7,378;3,780;9,973;3,268;8,855
2012;Erie;Non-Dual;Diabetes Mellitus;Diabetes;7,430;1,802;3,529;3,576;10,010
2012;Kings;Non-Dual;Diseases And Disorders Of The Cardiovascular System;Congestive Heart Failure;7,656;4,538;12,296;2,976;8,261
2012;Erie;Non-Dual;Mental Diseases And Disorders;Chronic Stress and Anxiety Diagnoses;7,714;1,747;3,413;4,424;15,728
2012;Bronx;Non-Dual;Substance Abuse;Cocaine Abuse;7,784;5,806;19,987;4,910;18,832
2012;Suffolk;Non-Dual;Mental Diseases And Disorders;Chronic Stress and Anxiety Diagnoses;7,807;2,026;4,798;4,029;13,282
2012;New York;Dual;Mental Diseases And Disorders;Depression;7,810;3,567;6,000;2,383;5,796
2012;Bronx;Non-Dual;Diseases And Disordes Of The Respiratory System;Other Chronic Pulmonary Diagnoses;7,816;3,698;9,698;4,104;11,448
2012;Bronx;Dual;Diseases And Disorders Of The Cardiovascular System;Congestive Heart Failure;7,818;5,349;9,500;1,927;3,510
2012;Queens;Non-Dual;Diseases And Disorders Of The Cardiovascular System;Malignant and Other Significant Hypertension;7,903;3,116;7,450;2,299;5,363
2012;Bronx;Dual;Diseases And Disorders Of The Cardiovascular System;Malignant and Other Significant Hypertension;8,142;5,388;9,212;2,197;3,806
2012;Monroe;Dual;Diseases And Disorders Of The Cardiovascular System;Hypertension;8,246;2,369;3,486;2,523;7,084
2012;New York;Non-Dual;HIV Infection;HIV Disease;8,256;2,035;5,221;3,098;8,570
2012;Bronx;Non-Dual;Diseases And Disorders Of The Cardiovascular System;Malignant and Other Significant Hypertension;8,287;4,098;11,074;3,468;8,952
2012;Queens;Non-Dual;Mental Diseases And Disorders;Attention Deficit / Hyperactivity Disorder;8,307;747;1,521;3,028;6,221
2012;Bronx;Dual;Diseases And Disordes Of The Respiratory System;Asthma;8,406;4,716;7,858;2,772;6,074
2012;Nassau;Non-Dual;Diabetes Mellitus;Diabetes;8,518;2,055;4,050;2,514;5,445
2012;Suffolk;Non-Dual;Diabetes Mellitus;Diabetes;8,529;2,174;4,462;3,106;7,497
2012;Queens;Dual;Diseases And Disorders Of The Cardiovascular System;Malignant and Other Significant Hypertension;8,538;4,894;7,871;1,798;3,146
2012;Queens;Dual;Mental Diseases And Disorders;Depression;8,545;3,938;6,223;2,034;3,906
2012;Kings;Non-Dual;Diabetes Mellitus;Diabetic Neuropathy;8,686;2,447;6,003;3,244;8,347
2012;Onondaga;Non-Dual;Diseases And Disorders Of The Cardiovascular System;Hypertension;8,798;2,001;4,085;3,870;12,375
2012;Queens;Dual;Diseases And Disorders Of The Cardiovascular System;Congestive Heart Failure;8,811;5,500;8,847;1,866;3,266
2012;Erie;Dual;Diseases And Disorders Of The Cardiovascular System;Hypertension;8,821;2,631;3,699;2,711;6,617
2012;New York;Non-Dual;Substance Abuse;Drug Abuse - Cannabis/NOS/NEC;8,916;4,895;18,657;5,347;24,503
2012;Westchester;Non-Dual;Diseases And Disordes Of The Respiratory System;Asthma;9,005;2,031;3,959;4,815;13,060
2012;Nassau;Non-Dual;Diseases And Disordes Of The Respiratory System;Asthma;9,010;2,154;3,958;4,306;10,224
2012;Bronx;Dual;Mental Diseases And Disorders;Depression;9,064;4,458;7,684;2,702;5,615
2012;Kings;Dual;Diseases And Disorders Of The Cardiovascular System;Cardiac Dysrhythmia and Conduction Disorders;9,136;6,201;10,443;2,071;4,697
2012;Kings;Dual;Diseases And Disorders Of The Cardiovascular System;Angina and Ischemic Heart Disease;9,167;4,549;7,273;1,751;3,330
2012;Kings;Non-Dual;Diseases And Disorders Of The Cardiovascular System;Cardiac Dysrhythmia and Conduction Disorders;9,203;6,195;17,849;4,326;17,675
2012;Kings;Non-Dual;Diseases And Disordes Of The Respiratory System;Other Chronic Pulmonary Diagnoses;9,491;3,901;9,538;4,008;11,325
2012;Bronx;Dual;Diseases And Disorders Of The Cardiovascular System;Coronary Atherosclerosis;9,929;6,095;10,079;2,447;4,433
2012;Westchester;Dual;Diseases And Disorders Of The Cardiovascular System;Hypertension;9,937;3,132;4,622;2,485;5,186
2012;Kings;Dual;Diseases And Disorders Of The Cardiovascular System;Atrial Fibrillation;9,941;5,771;8,692;1,690;2,778
2012;Monroe;Non-Dual;Diseases And Disordes Of The Respiratory System;Asthma;10,348;2,357;4,377;5,970;20,110
2012;Kings;Non-Dual;Substance Abuse;Opioid Abuse;10,365;4,797;15,588;5,386;20,455
2012;New York;Non-Dual;Substance Abuse;Chronic Alcohol Abuse;10,524;7,269;25,026;6,473;31,464
2012;Kings;Non-Dual;Mental Diseases And Disorders;Bi-Polar Disorder;10,535;4,610;13,291;5,613;21,208
2012;Nassau;Dual;Diseases And Disorders Of The Cardiovascular System;Hypertension;10,618;3,665;5,427;2,117;3,744
2012;New York;Dual;Diseases And Disorders Of The Cardiovascular System;Coronary Atherosclerosis;10,730;5,522;8,407;2,514;5,113
2012;Kings;Non-Dual;Diseases And Disorders Of The Cardiovascular System;Malignant and Other Significant Hypertension;10,766;4,748;12,666;3,704;9,929
2012;Kings;Dual;Mental Diseases And Disorders;Depressive and Other Psychoses;10,881;3,479;6,011;2,261;5,130
2012;Kings;Dual;Diseases And Disordes Of The Respiratory System;Asthma;10,971;5,383;8,791;2,966;6,715
2012;Bronx;Non-Dual;Mental Diseases And Disorders;Bi-Polar Disorder;11,183;4,784;13,629;6,554;22,570
2012;Bronx;Non-Dual;Mental Diseases And Disorders;Attention Deficit / Hyperactivity Disorder;11,204;1,423;2,613;4,670;9,917
2012;Kings;Dual;Mental Diseases And Disorders;Chronic Stress and Anxiety Diagnoses;11,383;2,831;4,359;2,192;4,266
2012;Queens;Non-Dual;Diseases And Disorders Of The Cardiovascular System;Coronary Atherosclerosis;11,409;5,149;11,488;3,460;8,787
2012;Suffolk;Dual;Diseases And Disorders Of The Cardiovascular System;Hypertension;11,563;3,990;5,838;2,865;5,850
2012;Kings;Non-Dual;Substance Abuse;Drug Abuse - Cannabis/NOS/NEC;11,717;6,141;19,329;6,621;27,309
2012;Kings;Dual;Diseases And Disordes Of The Respiratory System;Chronic Obstructive Pulmonary Disease and Bronchiectasis;11,736;6,398;10,223;2,339;4,468
2012;Suffolk;Non-Dual;Mental Diseases And Disorders;Depression;11,998;3,752;8,658;5,981;18,112
2012;Bronx;Non-Dual;Substance Abuse;Chronic Alcohol Abuse;12,074;8,147;25,798;7,243;28,084
2012;Queens;Non-Dual;Diseases And Disorders Of The Cardiovascular System;Angina and Ischemic Heart Disease;12,417;4,257;8,787;3,282;7,442
2012;Richmond;Non-Dual;Diseases And Disorders Of The Cardiovascular System;Hypertension;12,485;2,550;5,420;3,936;9,649
2012;Suffolk;Non-Dual;Diseases And Disordes Of The Respiratory System;Asthma;12,505;3,081;5,794;6,501;17,719
2012;Kings;Non-Dual;Mental Diseases And Disorders;Attention Deficit / Hyperactivity Disorder;12,726;1,602;3,259;4,560;10,025
2012;Bronx;Non-Dual;Substance Abuse;Opioid Abuse;12,869;5,715;18,121;6,394;20,965
2012;Kings;Non-Dual;Substance Abuse;Chronic Alcohol Abuse;12,900;8,697;25,856;7,572;32,276
2012;Bronx;Non-Dual;Substance Abuse;Drug Abuse - Cannabis/NOS/NEC;12,998;6,717;21,554;7,323;27,113
2012;Kings;Dual;Mental Diseases And Disorders;Depression;13,040;5,838;9,501;2,822;5,874
2012;Kings;Non-Dual;Diseases And Disorders Of The Cardiovascular System;Coronary Atherosclerosis;13,058;6,107;15,121;4,421;12,257
2012;Kings;Non-Dual;Diseases And Disorders Of The Cardiovascular System;Angina and Ischemic Heart Disease;13,065;5,111;12,722;4,326;11,802
2012;New York;Non-Dual;Mental Diseases And Disorders;Chronic Stress and Anxiety Diagnoses;13,152;2,856;7,917;5,941;18,377
2012;Erie;Non-Dual;Diseases And Disordes Of The Respiratory System;Asthma;13,186;2,960;5,022;7,887;23,560
2012;Bronx;Non-Dual;HIV Infection;HIV Disease;13,400;3,972;9,761;5,738;13,904
2012;Queens;Non-Dual;Mental Diseases And Disorders;Depressive and Other Psychoses;13,456;4,452;10,376;6,034;17,752
2012;Westchester;Non-Dual;Diseases And Disorders Of The Cardiovascular System;Hypertension;13,972;3,043;6,042;5,400;12,933
2012;Erie;Non-Dual;Mental Diseases And Disorders;Depression;14,363;3,517;6,755;7,903;24,847
2012;Queens;Non-Dual;Mental Diseases And Disorders;Schizophrenia;14,421;4,380;10,018;6,247;18,738
2012;Kings;Non-Dual;HIV Infection;HIV Disease;14,450;3,107;6,864;4,875;11,995
2012;Monroe;Non-Dual;Mental Diseases And Disorders;Depression;14,944;3,519;6,645;7,849;26,797
2012;New York;Non-Dual;Mental Diseases And Disorders;Schizophrenia;15,034;5,358;15,324;7,748;27,258
2012;Queens;Non-Dual;Mental Diseases And Disorders;Chronic Stress and Anxiety Diagnoses;15,178;2,722;6,286;5,649;15,297
2012;New York;Non-Dual;Mental Diseases And Disorders;Depressive and Other Psychoses;15,193;5,793;17,603;8,071;29,608
2012;Monroe;Non-Dual;Diseases And Disorders Of The Cardiovascular System;Hypertension;16,209;3,614;6,885;7,808;24,738
2012;Queens;Dual;Diseases And Disorders Of The Cardiovascular System;Coronary Atherosclerosis;16,529;8,363;12,602;3,240;5,583
2012;Kings;Dual;Diseases And Disorders Of The Cardiovascular System;Malignant and Other Significant Hypertension;17,306;9,421;14,626;3,375;5,774
2012;Kings;Dual;Diseases And Disorders Of The Cardiovascular System;Congestive Heart Failure;17,974;10,392;16,220;3,378;6,099
2012;Nassau;Non-Dual;Diseases And Disorders Of The Cardiovascular System;Hypertension;18,665;3,763;7,616;5,675;12,464
2012;Erie;Non-Dual;Diseases And Disorders Of The Cardiovascular System;Hypertension;19,110;4,056;7,554;9,482;27,139
2012;Bronx;Non-Dual;Mental Diseases And Disorders;Chronic Stress and Anxiety Diagnoses;19,502;4,760;11,581;9,355;25,504
2012;New York;Dual;Diabetes Mellitus;Diabetes;19,947;7,546;10,822;4,643;9,370
2012;Suffolk;Non-Dual;Diseases And Disorders Of The Cardiovascular System;Hypertension;20,036;4,658;9,422;7,619;19,233
2012;Bronx;Dual;Diabetes Mellitus;Diabetes;21,892;9,501;14,457;5,427;9,458
2012;Kings;Non-Dual;Mental Diseases And Disorders;Chronic Stress and Anxiety Diagnoses;22,809;4,466;10,747;8,636;24,061
2012;Bronx;Non-Dual;Mental Diseases And Disorders;Depressive and Other Psychoses;23,140;8,125;20,855;12,339;37,199
2012;Bronx;Non-Dual;Mental Diseases And Disorders;Schizophrenia;23,200;7,312;18,473;11,915;35,034
